crumbs	demo site navbar	demo site dropdown	crumbs_id	availability	price	url	pid	title	title_de	description	description_de	brand	thumb_image	sale_price	manufacturer	catalog_number	master_upc	application	application-de	color	color-de	height	length	material	material-de	size	size-de	voltage_rating	weight	width	type	type-de
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Strut Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402021000	in stock	14.7	https://pacificsupply.bloomreach.com/products/583215	583215	B-Line B201ZN 3/8 SQ Washer	B-Line B201ZN 3/8 SQ Washer	Eaton B-Line B201ZN Zinc Plated Square Washer	Eaton B-Line B201ZN verzinktes Platz Waschmaschine	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_583215	9.26	Eaton B-Line	B201ZN	78101152003	STRUT FITTINGS,BF-FTGS,FLAT PLATE	Mast-Beschlagteile, BF-FTGS, FLAT PLATE					Hot Rolled, Pickled and Oiled Plate or Strip Steel	Warmgewalzt, gebeizt und geölte Platten oder Bändern aus Stahl	7/16 In Diameter	7/16 Durchmesser		0.149		Square Washer	Platz Waschmaschine
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	10.37	https://pacificsupply.bloomreach.com/products/4410588	4410588	Cully 3/8 Flat Cut Washer	Cully 3/8 gemessert Washer	Cully 40335J 3/8 Flat Cut Washer, Zinc Plated (100/Jar)	Cully 40335J 3/8 gemessert Washer, verzinkt (100 / Dose)	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4410588.jpg	6.53	Minerallac	40335J	8593708045	Washers are designed for assembly around a bolt or screw, between the bearing surface of the fastener and the part to which it is attached.	Unterlegscheiben zur Montage um einen Bolzen oder eine Schraube, zwischen der Lagerfläche des Befestigungselements und dem Teil ausgebildet, an dem sie befestigt ist.	Silver	Silber			Zinc plated	Verzinkt	#8	# 8		1.71		Flat Cut Washer	Gemessert Washer
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	6.4	https://pacificsupply.bloomreach.com/products/4410623	4410623	Cully 1/2 Flat Cut Washer	Cully 1/2 gemessert Washer	Cully 40340J 1/2 Flat Cut Washer, Zinc Plated (100/Jar)	Cully 40340J 1/2 gemessert Washer, verzinkt (100 / Dose)	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4410623.jpg	4.03	Minerallac	40340J	8593708046	Washers are designed for assembly around a bolt or screw, between the bearing surface of the fastener and the part to which it is attached.	Unterlegscheiben zur Montage um einen Bolzen oder eine Schraube, zwischen der Lagerfläche des Befestigungselements und dem Teil ausgebildet, an dem sie befestigt ist.	Silver	Silber			Zinc plated	Verzinkt	#8	# 8		3.63		Flat Cut Washer	Gemessert Washer
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	10.22	https://pacificsupply.bloomreach.com/products/4410572	4410572	Cully 1/4 Flat Cut Washer	Cully 1/4 gemessert Washer	Cully 40325J 1/4 Flat Cut Washer, Zinc Plated (100/Jar)	Cully 40325J 1/4 gemessert Washer, verzinkt (100 / Dose)	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4410572.jpg	6.44	Minerallac	40325J	8593708043	Washers are designed for assembly around a bolt or screw, between the bearing surface of the fastener and the part to which it is attached.	Unterlegscheiben zur Montage um einen Bolzen oder eine Schraube, zwischen der Lagerfläche des Befestigungselements und dem Teil ausgebildet, an dem sie befestigt ist.	Silver	Silber			Zinc plated	Verzinkt	#8	# 8		0.74		Flat Cut Washer	Gemessert Washer
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	9.98	https://pacificsupply.bloomreach.com/products/4427954	4427954	Cully 1/4 Flat Cut Washer	Cully 1/4 gemessert Washer	Minerallac 70325J 1/4 Inch 18-8 Stainless Steel Flat Cut Washer	Minerallac 70325J 1/4 Zoll 18-8 Edelstahl Flach Cut Washer	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4427954	6.29	Minerallac	70325J	8593704257	Washers are designed for assembly around a bolt or screw, between the bearing surface of the fastener and the part to which it is attached.	Unterlegscheiben zur Montage um einen Bolzen oder eine Schraube, zwischen der Lagerfläche des Befestigungselements und dem Teil ausgebildet, an dem sie befestigt ist.	Silver	Silber			304 Stainless Steel	304 Edelstahl				0.34		Flat Cut Washer	Gemessert Washer
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	12.6	https://pacificsupply.bloomreach.com/products/4594715	4594715	Cully 1/4 X 1 Fender Washer	Cully 1/4 X 1 Fender Waschmaschine	Minerallac 70720J 1/4 x 1 Inch 18-8 Stainless Steel Fender Washer	Minerallac 70720J 1/4 x 1 Zoll 18-8 Edelstahl Fender Washer	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4594715	7.94	Minerallac	70720J	8593704265	Used where an extra wide bearing surface is required. Originally designed for auto body repair work, they are also used in sheet metal, plumbing, and electrical work.	Wird verwendet, wenn eine extra breite Auflagefläche erforderlich ist. Ursprünglich Karosseriereparaturarbeiten entworfen für, sie sind auch in Blech, Sanitär- und Elektroarbeiten verwendet.					304 Stainless Steel	304 Edelstahl				1.27		Fender Washer	Fender Washer
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	10.55	https://pacificsupply.bloomreach.com/products/14643	14643	Dottie FW14 1/4 Flat Washer	Dottie FW14 1/4 Unterlegscheibe	LH Dottie FW14 1/4 Inch Zinc Plated Steel Flat Washer	LH Dottie FW14 1/4 Zoll Stahl verzinkt Unterlegscheibe	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_14643.jpg	6.65	LH Dottie	FW14	78100231080	General Purpose	Allgemeiner Zweck					Steel	Stahl				0.75		Flat Washer	Unterlegscheibe
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	13.89	https://pacificsupply.bloomreach.com/products/3466660	3466660	Burndy 50FWBOX Flat Washer 1/2	Burndy 50FWBOX Unterlegscheibe 1/2	Burndy 50FWBOX 1/2 Inch Silicon Bronze Round Non-Magnetic Flat Washer	Burndy 50FWBOX 1/2 Zoll Silicon Bronze Round Unmagnetische Unterlegscheibe	BURNDY	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3466660.jpg	8.75	Burndy-US, a Hubbell affiliate	50FWBOX	78181001254	Used to spread the load of a screwed fastening	Verwendet, um die Last einer Schraubbefestigung auszubreiten					Silicon Bronze	Silizium Bronze				0.02		Washer-flat	Washer-flat
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	8.61	https://pacificsupply.bloomreach.com/products/4879153	4879153	B-Line BFVFW1/2 Flat Washer	B-Line BFVFW1 / 2 Unterlegscheibe	Eaton B-Line BFVFW1/2 1/2 Inch PVC Fiberglass Flat Washer	Eaton B-Line BFVFW1 / 2 1/2 Zoll PVC Fiberglas Unterlegscheibe	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4879153	5.43	Eaton B-Line	BFVFW1/2	78101101353	STRUT FITTINGS,FIBERGLASS REINFORCED PLASTIC	Mast-Beschlagteile, Gfk					PVC	PVC	1/2 In	1/2 In		0.013		Flat Washer	Unterlegscheibe
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	14.31	https://pacificsupply.bloomreach.com/products/2227586	2227586	Thomas & Betts DTW12 Transition Washer	Thomas & Betts DTW12 Transition Washer	CU TP TRANSITION WASHER 1/2INBOLT	CU TP TRANSITION Waschmaschine 1 / 2INBOLT	Color-Keyed	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2227586	9.01	ABB Installation Products	DTW12	78621086962	Teeth on the transition washers penetrate aluminum and copper oxides, enabling copper to aluminum connections to be made in a bolted joint without the use of inhibiting compounds.	Zähne auf dem Übergangsscheiben eindringfähige Aluminium und Kupferoxide, wodurch Kupfer zu Aluminium-Verbindungen ohne die Verwendung von hemmenden Verbindungen in einer Schraubverbindung erfolgen.	Silver	Silber			Copper	Kupfer				1.13		Transition Washer	Transition Washer
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	8.45	https://pacificsupply.bloomreach.com/products/4229711	4229711	Thomas & Betts DTW14 Transition Washer	Thomas & Betts DTW14 Transition Washer	CU TP TRANSITION WASHER 1/4INBOLT	CU TP TRANSITION Waschmaschine 1 / 4INBOLT	Color-Keyed	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4229711	5.32	ABB Installation Products	DTW14	78621086866	Teeth on the transition washers penetrate aluminum and copper oxides, enabling copper to aluminum connections to be made in a bolted joint without the use of inhibiting compounds.	Zähne auf dem Übergangsscheiben eindringfähige Aluminium und Kupferoxide, wodurch Kupfer zu Aluminium-Verbindungen ohne die Verwendung von hemmenden Verbindungen in einer Schraubverbindung erfolgen.					Copper	Kupfer				0.5		Transition Washer	Transition Washer
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	14.8	https://pacificsupply.bloomreach.com/products/4544315	4544315	Cully 70335 3/8 Flat Washer 18-8 SS	Cully 70335 3/8 Unterlegscheibe 18-8 SS	Minerallac 70335 3/8 Inch 18-8 Stainless Steel Flat Cut Washer	Minerallac 70335 3/8 Zoll 18-8 Edelstahl Flach Cut Washer	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4544315.jpg	9.32	Minerallac	70335	8593770335	Washers are designed for assembly around a bolt or screw, between the bearing surface of the fastener and the part to which it is attached.	Unterlegscheiben zur Montage um einen Bolzen oder eine Schraube, zwischen der Lagerfläche des Befestigungselements und dem Teil ausgebildet, an dem sie befestigt ist.	Silver	Silber			304 Stainless Steel	304 Edelstahl				0.66		Flat Cut Washer	Gemessert Washer
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	14.78	https://pacificsupply.bloomreach.com/products/4500928	4500928	Cully 70345 5/8 Flat Cut Washer	Cully 70345 5/8 gemessert Washer	Minerallac 70345 5/8 Inch 18-8 Stainless Steel Flat Cut Washer	Minerallac 70345 5/8 Zoll 18-8 Edelstahl Flach Cut Washer	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4500928	9.31	Minerallac	70345	8593770345	Washers are designed for assembly around a bolt or screw, between the bearing surface of the fastener and the part to which it is attached.	Unterlegscheiben zur Montage um einen Bolzen oder eine Schraube, zwischen der Lagerfläche des Befestigungselements und dem Teil ausgebildet, an dem sie befestigt ist.	Silver	Silber			304 Stainless Steel	304 Edelstahl				3		Flat Cut Washer	Gemessert Washer
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	14.55	https://pacificsupply.bloomreach.com/products/4539913	4539913	Cully 70310J #8 Flat Cut Washer	Cully 70310J # 8 gemessert Washer	Minerallac 70310JV Cully #8 Stainless Steel Flat Cut Washer	Minerallac 70310JV Cully # 8 Edelstahl Flach Cut Washer	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4539913	9.17	Minerallac	70310J	8593708190	Washers are designed for assembly around a bolt or screw, between the bearing surface of the fastener and the part to which it is attached.	Unterlegscheiben zur Montage um einen Bolzen oder eine Schraube, zwischen der Lagerfläche des Befestigungselements und dem Teil ausgebildet, an dem sie befestigt ist.	Silver	Silber			304 Stainless Steel	304 Edelstahl				0.09		Flat Cut Washer	Gemessert Washer
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	14.03	https://pacificsupply.bloomreach.com/products/4410104	4410104	Cully 40310J #8 Flat Cut Washer	Cully 40310J # 8 gemessert Washer	Cully 40310J #8 Flat Cut Washer, Zinc Plated (100/Jar)	Cully 40310J # 8 gemessert Washer, verzinkt (100 / Dose)	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4410104.jpg	8.84	Minerallac	40310J	8593708041	Washers are designed for assembly around a bolt or screw, between the bearing surface of the fastener and the part to which it is attached.	Unterlegscheiben zur Montage um einen Bolzen oder eine Schraube, zwischen der Lagerfläche des Befestigungselements und dem Teil ausgebildet, an dem sie befestigt ist.	Silver	Silber			Zinc plated	Verzinkt	#8	# 8		0.2		Flat Cut Washer	Gemessert Washer
Fasteners & Hardwares|Fasteners|Nuts & Washers|Washers|Flat Washers	Fasteners		PNB160000000000|PNB160400000000|PNB160402000000|PNB160402020000|PNB160402020500	in stock	6.53	https://pacificsupply.bloomreach.com/products/4387403	4387403	Thomas & Betts DTW516 Transition Washer	Thomas & Betts DTW516 Transition Washer	CU TP TRANSITION WASHER 5/16INBOLT	CU TP TRANSITION SCHEIBE 5 / 16INBOLT	Color-Keyed	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4387403	4.11	ABB Installation Products	DTW516	78621086844	Teeth on the transition washers penetrate aluminum and copper oxides, enabling copper to aluminum connections to be made in a bolted joint without the use of inhibiting compounds.	Zähne auf dem Übergangsscheiben eindringfähige Aluminium und Kupferoxide, wodurch Kupfer zu Aluminium-Verbindungen ohne die Verwendung von hemmenden Verbindungen in einer Schraubverbindung erfolgen.	Silver	Silber			Copper Alloy	Kupferlegierung				0.938		Transition Washer	Transition Washer
Fasteners & Hardwares|Fasteners|Bolts, Screws & Studs|Screws|Drywall Screws	Fasteners		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020200	in stock	14	https://pacificsupply.bloomreach.com/products/4430552	4430552	Dottie WRT61 6 X 1 Drywall Screws	Dottie WRT61 6 x 1 Schnellbauschrauben	LH Dottie WRT61 #6 x 1 Inch Yellow Zinc Steel Bugle Head Drywall Screw	LH Dottie WRT61 # 6 x 1 Inch Yellow Zinc Stahl Trompetenkopf Schnellbauschraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4430552.jpg	8.82	LH Dottie	WRT61	78100216212	Drywall, Particle Board, Wood	Trockenbau, Spanplatten, Holz				1 in	Steel	Stahl	#6 x 1 IN	# 6 x 1 IN		1.7		Bugle Head Wood Rocket Drywall Screw	Bugle Kopf Holz Raketenschnellbauschraube
Fasteners & Hardwares|Fasteners|Bolts, Screws & Studs|Screws|Self Drilling Screws	Fasteners		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020800	in stock	6.11	https://pacificsupply.bloomreach.com/products/4558417	4558417	Cully 8x1-1/4 HWH Tek Screws	Cully 8x1-1 / 4 HWH Bohrschrauben	Minerallac 78820 #8-18 x 1-1/4 Inch Zinc Plated Steel Hex Washer Head Tek Self Drilling Screw	Minerallac 78820 # 8-18 x 1-1 / 4-Zoll-verzinktes Stahl Sechskantunterlegscheibe Kopf Tek Bohrschraube	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4558417.jpg	3.85	Minerallac	78820	8593778820						1-1/4 in	Steel	Stahl	#8	# 8		0.68		Tek Screws	Bohrschrauben
Fasteners & Hardwares|Fasteners|Bolts, Screws & Studs|Screws|Machine Screws	Fasteners		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020500	in stock	13	https://pacificsupply.bloomreach.com/products/3469506	3469506	Caddy Screws for the #512	Caddy Schrauben für den # 512	Erico S3575BP50 1/4-20 x 3/8 Inch Black Oxide Steel Round Head Dome Screw	Erico S3575BP50 1 / 4-20 x 3/8 Zoll brüniert Stahlrundkopf-Haube Schraube	nVent CADDY	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3469506.jpg	8.19	nVent	S3575BP50	78285679953	Datacom and Low Voltage, Electrical, Fire Sprinkler, HVAC, Plumbing and Refrigeration	Datacom und Niederspannung, Elektro, Feuersprenger, HVAC, Sanitär-und Kältetechnik					Steel	Stahl				0.004		Combi Dome Screw	Combi Dome Schraube
Fasteners & Hardwares|Fasteners|Bolts, Screws & Studs|Screws|Drywall Screws	Fasteners		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020200	in stock	11.63	https://pacificsupply.bloomreach.com/products/15121	15121	Dottie WR62 6X2 Drywall Screws	Dottie WR62 6X2 Schnellbauschrauben	LH Dottie WR62 #6 x 2 Inch Yellow Zinc Steel Phillips Bugle Head Drywall Screw	LH Dottie WR62 # 6 x 2 Inch Yellow Zinc Stahl Phillips Trompetenkopf Schnellbauschraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_15121.jpg	7.33	LH Dottie	WR62	78100216208	Drywall, Particle Board, Wood	Trockenbau, Spanplatten, Holz				2 in	Steel	Stahl	#6 x 2 IN	# 6 x 2 IN		0.65		Bugle Head Wood Rocket Drywall Screw	Bugle Kopf Holz Raketenschnellbauschraube
Fasteners & Hardwares|Fasteners|Bolts, Screws & Studs|Screws|Machine Screws	Fasteners		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020500	in stock	10.1	https://pacificsupply.bloomreach.com/products/4813848	4813848	Pass & Seymour 509-W Screws (100) Oval Head 1/4	Pass & Seymour 509-W Schrauben (100) Oval Kopf 1/4	Pass & Seymour 509-W Oval Head Plate Screw, 5/16 x 6x32 - White	Pass & Seymour 509-W Oval Kopf Platte Schraube, 5/16 x 6x32 - Weiss	Legrand-Pass & Seymour	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4813848.jpg	6.36	Legrand-Pass & Seymour	509-W	78500780010							Metal	Metall				0.185		Standard and Interchangeable	Standard und Austauschbare
Fasteners & Hardwares|Fasteners|Bolts, Screws & Studs|Screws|Drywall Screws	Fasteners		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020200	in stock	7.29	https://pacificsupply.bloomreach.com/products/15124	15124	Dottie WR83 8X3 Drywall Screws	Dottie WR83 8X3 Schnellbauschrauben	LH Dottie WR83 #8 x 3 Inch Yellow Zinc Steel Phillips Bugle Head Drywall Screw	LH Dottie WR83 # 8 x 3 Inch Yellow Zinc Stahl Phillips Trompetenkopf Schnellbauschraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_15124.jpg	4.6	LH Dottie	WR83	78100216211	Drywall, Particle Board, Wood	Trockenbau, Spanplatten, Holz				3 in	Steel	Stahl	#8 x 3 IN	# 8 x 3 IN		1.3		Bugle Head Wood Rocket Drywall Screw	Bugle Kopf Holz Raketenschnellbauschraube
Fasteners & Hardwares|Fasteners|Bolts, Screws & Studs|Screws|Self Drilling Screws	Fasteners		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020800	in stock	14.16	https://pacificsupply.bloomreach.com/products/4679984	4679984	Cully 78616 6-20 X 1 HWH Tek Screws	Cully 78616 6-20 X 1 HWH Bohrschrauben	Minerallac 78616 #6-20 x 1 Inch Zinc Plated Steel Hex Washer Head Tek Self Drilling Screw	Minerallac 78616 # 6-20 x 1 Inch verzinktes Stahl Sechskantunterlegscheibe Kopf Tek Bohrschraube	Minerallac Company	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4679984.jpg	8.92	Minerallac	78616	8593778616												0.39			
Fasteners & Hardwares|Fasteners|Bolts, Screws & Studs|Screws|Machine Screws	Fasteners		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020500	in stock	12.21	https://pacificsupply.bloomreach.com/products/4726440	4726440	Pass & Seymour 509-S Screws (100) Oval Head 1/4	Pass & Seymour 509-S Schrauben (100) Oval Kopf 1/4	Pass & Seymour 509-S Oval Head Plate Screw, 5/16 x 6x32 - Stainless Steel	Pass & Seymour 509-S Oval Kopf Platte Schraube, 5/16 x 6x32 - Edelstahl	Legrand-Pass & Seymour	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4726440.jpg	7.69	Legrand-Pass & Seymour	509-S	78500700247												0.185			
Fasteners & Hardwares|Fasteners|Bolts, Screws & Studs|Screws|Self Drilling Screws	Fasteners		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020800	in stock	8.38	https://pacificsupply.bloomreach.com/products/4430325	4430325	Cully 79048 10-16 X 3 HWH Tek Screw	Cully 79048 10-16 X 3 HWH Bohrschraube	Minerallac 79048 #10-16 x 3 Inch Zinc Plated Steel Hex Washer Head Tek Self Drilling Screw	Minerallac 79048 # 10-16 x 3 Zoll-verzinktes Stahl Sechskantunterlegscheibe Kopf Tek Bohrschraube	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4430325	5.28	Minerallac	79048	8593779048						3 in	Steel	Stahl	#10-16	# 10-16		1.78		Tek Screws	Bohrschrauben
Fasteners & Hardwares|Fasteners|Bolts, Screws & Studs|Screws|Machine Screws	Fasteners		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020500	in stock	9.13	https://pacificsupply.bloomreach.com/products/3924091	3924091	Dottie TMC6321 6/32X1 Screw	Dottie TMC6321 6 / 32X1 Screw	LH Dottie TMC6321 #6-32 x 1 Inch Zinc Plated Screw Truss Head Phillips/Slotted Machine Screw	LH Dottie TMC6321 # 6-32 x 1 Inch verzinkt Schraube Flachrundkopf Phillips / Schlitz-Maschinenschraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3924091.jpg	5.75	LH Dottie	TMC6321	78100211648						1 in	Steel	Stahl	#6-32 x 1 IN	# 6-32 x 1 IN		0.45		Machine Screw	Akkuschrauber
