manufacturer	catalog_number	catalog_number_partialvalue	master_upc	application	color	height	length	material	size	voltage_rating	weight	type	availability	url	pid	title	description	brand	thumb_image	price	sale_price	category_paths
Ideal Industries	35-420	['35-', '35-4', '35-42', '35-420']	78325035420					Drop-Forged, High Carbon steel construction			0.850	Tongue and Groove Plier	True	https://pacific.bloomreach.com/supplyglobal/products/2188531___2188531	2188531	IDEAL 35-420 HD TONGUE&GRV PLIER	IDEAL 35-420 Pliers, Tongue & Groove w/Cushion Grip Handles, 9-1/2	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2188531.jpg	12.17	7.67	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_250800000000', 'name': 'Hand Tools'}, {'id': 'NA_250855000000', 'name': 'Pliers'}, {'id': 'NA_250855280000', 'name': 'Tongue and Groove Pliers'}]]
Ideal Industries	35-995BLK	['35-', '35-9', '35-99', '35-995', '35-995B', '35-995BL', '35-995BLK']	78325051768		Black						0.600	Premium Roller Leather Belt	True	https://pacific.bloomreach.com/supplyglobal/products/2188575___2188575	2188575	IDEAL 35-995BLK 2 RLR BKT BLT BLK	IDEAL 35-995BLK 2 Roller Buckle Black Leather Belt, 48 Length	Ideal	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2188575.jpg	12.69	8.0	[[{'id': 'NA_220000000000', 'name': 'Safety Products'}, {'id': 'NA_220900000000', 'name': 'Personal Protective Equipment'}, {'id': 'NA_221100000000', 'name': 'Safety Apparel'}, {'id': 'NA_221114000000', 'name': 'Tactical'}, {'id': 'NA_221114010000', 'name': 'Clothing Belts'}]]
Klein Tools	53002	['530', '5300', '53002']	09264453002	General Purpose							0.660	Regular-Point Drill Bits	True	https://pacific.bloomreach.com/supplyglobal/products/2193288___2193288	2193288	KLEIN 53002 13PC DRILL BIT SET	Klein 53002 13pc Drill Bit Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2193288.jpg	11.02	6.94	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251501000000', 'name': 'Attachments'}, {'id': 'NA_251501090000', 'name': 'Drill Bits'}, {'id': 'NA_251501091800', 'name': 'Drill Bit Sets'}]]
nVent	CAT12AB	['CAT', 'CAT1', 'CAT12', 'CAT12A', 'CAT12AB']	78285633312	Datacom and Low Voltage, Electrical				Steel	3/4 in dia, 1/4 in Hole		0.045	CADDY� CABLECAT J-Hook with Angle Bracket	True	https://pacific.bloomreach.com/supplyglobal/products/222395___222395	222395	CADDY CAT12AB COMM CBL HGR ASSY	Erico CAT12AB 3/4 Inch Pre-Galvanized Steel Cable Support J-Hook	nVent	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_222395.jpg	9.86	6.21	[[{'id': 'NA_160000000000', 'name': 'Fasteners & Hardware'}, {'id': 'NA_160300000000', 'name': 'Cable, Chain & Rope'}, {'id': 'NA_160302000000', 'name': 'Fittings & Accessories'}, {'id': 'NA_160302170000', 'name': 'J-Hooks'}]]
Rockwell Automation	2090-SCEP5-0	['209', '2090', '2090-', '2090-S', '2090-SC', '2090-SCE', '2090-SCEP', '2090-SCEP5', '2090-SCEP5-', '2090-SCEP5-0']	66245374777				5-5m	Polyethylene	10 mm		0.140	Fiber Optics Cable	True	https://pacific.bloomreach.com/supplyglobal/products/2294535___2294535	2294535	AB 2090-SCEP5-0 Sercos Fiber Cable,	A-B 2090-SCEP5-0 Kinetix 5-5m Fiber Optic Cable	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2294535.jpg	8.89	5.6	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120200000000', 'name': 'Control System Connection Devices'}, {'id': 'NA_120203000000', 'name': 'Control System Connection Cables'}]]
Rockwell Automation	2090-SCVP5-0	['209', '2090', '2090-', '2090-S', '2090-SC', '2090-SCV', '2090-SCVP', '2090-SCVP5', '2090-SCVP5-', '2090-SCVP5-0']	66245374786				5-5m				0.489	Fiber Optics Cable	True	https://pacific.bloomreach.com/supplyglobal/products/2294544___2294544	2294544	AB 2090-SCVP5-0 Sercos Fiber Cable,	A-B 2090-SCVP5-0 Kinetix 5-5m Fiber Optic Cable	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2294544.jpg	11.65	7.34	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120200000000', 'name': 'Control System Connection Devices'}, {'id': 'NA_120203000000', 'name': 'Control System Connection Cables'}]]
Brady	7304-4	['730', '7304', '7304-', '7304-4']	75447393205	Pipe & Valve Marking	White on Green			Brady B-946 Vinyl	4		0.012	Self-Adhesive	True	https://pacific.bloomreach.com/supplyglobal/products/2330047___2330047	2330047	BRADY 7304-4 PIPE MARKER	PIPE MKR,B946,S-4,GRN,WATER,4/CQ	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2330047.jpg	12.53	7.89	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309020000', 'name': 'Identification Labels'}]]
Brady	86861	['868', '8686', '86861']	75447386861		Black/Red on White	3.5		Brady B-302 Polyester			0.050	Label	True	https://pacific.bloomreach.com/supplyglobal/products/2332306___2332306	2332306	BRADY 86861 3-1/2X5 EQUIPMENT LABEL	EQUIPMENT/OEM LABELS	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2332306.jpg	13.57	8.55	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309020000', 'name': 'Identification Labels'}]]
Brady	86868	['868', '8686', '86868']	75447386868	For Indoor/Outdoor use	Black/Red on White	3.5	3-1/2 in	Brady B-302 Polyester			0.050	Label	True	https://pacific.bloomreach.com/supplyglobal/products/2332313___2332313	2332313	BRADY 86868 EQUIPMENT/OEM LABELS	LBL,B302,BK/RD/WT,5X3.5,DGR PINCH P,5/PK	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2332313.jpg	6.6	4.16	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309050000', 'name': 'Warning Labels'}]]
Rockwell Automation	1492-CJ6-4	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJ6', '1492-CJ6-', '1492-CJ6-4']	66246843521	for Use With 1492-W4, W4TW	Gray						0.016	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2480379___2480379	2480379	AB 1492-CJ6-4 Center Jumper, 6 mm	A-B 1492-CJ6-4 IEC Center Jumper, 4 PL 6mm, Screw	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2480379.jpg	10.38	6.54	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJK6-2	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJK', '1492-CJK6', '1492-CJK6-', '1492-CJK6-2']	61132087202	for Use With 1492-L4, L4T, L4Q, LD4DF, LD4DR, LD4SS, LD4, LD4C, L16D	Yellow						0.004	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2500550___2500550	2500550	AB 1492-CJK6-2 Center Jumper, 6 mm	Allen-Bradley 1492-CJK6-2 Push In Center Jumper	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2500550.jpg	12.46	7.85	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJK6-10	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJK', '1492-CJK6', '1492-CJK6-', '1492-CJK6-1', '1492-CJK6-10']	61132087210	for Use With 1492-L4, L4T, L4Q, LD4DF, LD4DR, LD4SS, LD4, LD4C, L16D	Yellow					400 V	0.021	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2500551___2500551	2500551	AB 1492-CJK6-10 Center Jumper, 6 mm	A-B 1492-CJK6-10 IEC Center Jumper, 10 PL 6mm, Plug-In	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2500551.jpg	14.02	8.84	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Panduit	PLT1.5M-M	['PLT', 'PLT1', 'PLT1.', 'PLT1.5', 'PLT1.5M', 'PLT1.5M-', 'PLT1.5M-M']	07498354011	General	Natural			Nylon 6.6			1.060	Cable Ties	True	https://pacific.bloomreach.com/supplyglobal/products/25724___25724	25724	PAND PLT1.5M-M Cable Tie 5.6L	Panduit PLT1.5M-M Cable Tie, 5.6L (142mm), Miniature, Nylon, Natural	Panduit	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_25724.jpg	5.97	3.76	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
Rockwell Automation	1492-CJK6-3	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJK', '1492-CJK6', '1492-CJK6-', '1492-CJK6-3']	61132087203	for Use With 1492-L4, L4T, L4Q, LD4DF, LD4DR, LD4SS, LD4, LD4C, L16D	Yellow						0.006	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2605945___2605945	2605945	AB 1492-CJK6-3 Center Jumper, 6 mm	A-B 1492-CJK6-3 IEC Center Jumper, 3 PL 6mm, Plug-In	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2605945.jpg	5.16	3.25	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJK6-4	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJK', '1492-CJK6', '1492-CJK6-', '1492-CJK6-4']	61132087204	for Use With 1492-L4, L4T, L4Q, LD4DF, LD4DR, LD4SS, LD4, LD4C, L16D	Yellow						0.008	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2605946___2605946	2605946	AB 1492-CJK6-4 Center Jumper, 6 mm	A-B 1492-CJK6-4 IEC Center Jumper, 4 PL 6mm, Plug-In	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2605946.jpg	11.58	7.29	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJK6-5	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJK', '1492-CJK6', '1492-CJK6-', '1492-CJK6-5']	61132087205	for Use With 1492-L4, L4T, L4Q, LD4DF, LD4DR, LD4SS, LD4, LD4C, L16D	Yellow						0.011	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2605947___2605947	2605947	AB 1492-CJK6-5 Center Jumper, 6 mm	A-B 1492-CJK6-5 IEC Center Jumper, 5 PL 6mm, Plug-In	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2605947.jpg	7.06	4.45	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Hubbell Wiring Device-Kellems	HBL320R7W	['HBL', 'HBL3', 'HBL32', 'HBL320', 'HBL320R', 'HBL320R7', 'HBL320R7W']	78358540345	High Ampacity Watertight Connections	Red			Thermoplastic	Standard Sized	480 V	0.900	Single Flanged	True	https://pacific.bloomreach.com/supplyglobal/products/2674268___2674268	2674268	HW HBL320R7W RECEPTACLE	Hubbell HBL320R7W PS, IEC, R, 2P3W, 20A 480V, IP67	WIRING DEVICE-KELLEMS	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2674268.jpg	8.47	5.34	[[{'id': 'NA_240000000000', 'name': 'Wiring Devices & Wallplates'}, {'id': 'NA_240600000000', 'name': 'Receptacles'}, {'id': 'NA_240602000000', 'name': 'Pin & Sleeve'}]]
Rockwell Automation	1492-CJJ6-2	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJJ', '1492-CJJ6', '1492-CJJ6-', '1492-CJJ6-2']	66207305943	for Use With 1492-J4, J4M	Gray					400 V	0.006	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2717019___2717019	2717019	AB 1492-CJJ6-2 Screw Center Jumper,	A-B 1492-CJJ6-2 IEC Center Jumper, 2 PL, 6mm, Screw	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2717019.jpg	12.05	7.59	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJJ6-3	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJJ', '1492-CJJ6', '1492-CJJ6-', '1492-CJJ6-3']	66207305944	for Use With 1492-J4, J4M	Gray					400 V	0.010	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2717020___2717020	2717020	AB 1492-CJJ6-3 Screw Center Jumper,	A-B 1492-CJJ6-3 IEC Center Jumper, 3 PL 6mm, Screw	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2717020.jpg	8.42	5.31	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJJ6-10	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJJ', '1492-CJJ6', '1492-CJJ6-', '1492-CJJ6-1', '1492-CJJ6-10']	66207305946	for Use With 1492-J4, J4M	Gray					400 V	0.030	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2717022___2717022	2717022	AB 1492-CJJ6-10 Screw Center	A-B 1492-CJJ6-10 IEC Center Jumper, 10 PL 6mm, Screw	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2717022.jpg	6.36	4.01	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJLJ6-41	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJL', '1492-CJLJ', '1492-CJLJ6', '1492-CJLJ6-', '1492-CJLJ6-4', '1492-CJLJ6-41']	78118012756	for Use With 1492-J4, J4M	Yellow					400 V	0.076	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2720971___2720971	2720971	AB 1492-CJLJ6-41 Plug-In Center	A-B 1492-CJLJ6-41 IEC Center Jumper, 41 PL 6mm, Plug-In	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2720971.jpg	6.61	4.16	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJLJ6-3	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJL', '1492-CJLJ', '1492-CJLJ6', '1492-CJLJ6-', '1492-CJLJ6-3']	78118012752	for Use With 1492-J4, J4M	Yellow						0.005	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2849031___2849031	2849031	AB 1492-CJLJ6-3 Plug-In Center	A-B 1492-CJLJ6-3 IEC Center Jumper, 3 PL 6mm, Plug-In	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2849031.jpg	6.07	3.83	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJLJ6-10	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJL', '1492-CJLJ', '1492-CJLJ6', '1492-CJLJ6-', '1492-CJLJ6-1', '1492-CJLJ6-10']	78118012755	for Use With 1492-J4, J4M	Yellow					400 V	0.016	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2849034___2849034	2849034	AB 1492-CJLJ6-10 Plug-In Center	A-B 1492-CJLJ6-10 IEC Center Jumper, 10 PL 6mm, Plug-In	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2849034.jpg	11.8	7.43	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	889N-F4AFC-30F	['889', '889N', '889N-', '889N-F', '889N-F4', '889N-F4A', '889N-F4AF', '889N-F4AFC', '889N-F4AFC-', '889N-F4AFC-3', '889N-F4AFC-30', '889N-F4AFC-30F']	78118046977	Standard Materials	Yellow		30 ft			600 V	3.404	Mini Cable	True	https://pacific.bloomreach.com/supplyglobal/products/2872805___2872805	2872805	AB 889N-F4AFC-30F Cordset:	A-B 889N-F4AFC-30F 889 Mini Cable	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2872805.jpg	10.23	6.44	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120200000000', 'name': 'Control System Connection Devices'}, {'id': 'NA_120203000000', 'name': 'Control System Connection Cables'}]]
Rockwell Automation	1492-CJJ6-4	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJJ', '1492-CJJ6', '1492-CJJ6-', '1492-CJJ6-4']	66207305945	for Use With 1492-J4, J4M	Gray						0.012	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/2955359___2955359	2955359	AB 1492-CJJ6-4 Screw Center Jumper	A-B 1492-CJJ6-4 IEC Center Jumper, 4 PL 6mm, Screw	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_2955359.jpg	7.78	4.9	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
ABB Installation Products	TY26MX	['TY2', 'TY26', 'TY26M', 'TY26MX']	78621083987		Black		11.1	Nylon 6.6			2.780	Standard	True	https://pacific.bloomreach.com/supplyglobal/products/29998___29998	29998	T&B TY26MX BLACK CABLE TIES	Thomas & Betts TY26MX Weather Resistant Nylon Cable Tie, 11 Length, .14 Width, Black (1000/Pkg)	Ty-Rap	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_29998	9.97	6.28	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
ABB Installation Products	TY27MX	['TY2', 'TY27', 'TY27M', 'TY27MX']	78621082478		Black		13.4	Nylon 6.6			10.370	Standard	True	https://pacific.bloomreach.com/supplyglobal/products/30005___30005	30005	T&B TY27MX 13 BLACK CABLE TIES	Thomas & Betts TY27MX Weather Resistant Nylon Cable Tie, 13 Length, .27 Width, Black (500/Pkg)	Ty-Rap	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_30005	13.68	8.62	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
ABB Installation Products	TY29MX	['TY2', 'TY29', 'TY29M', 'TY29MX']	78621083068		Black		30	Nylon 6.6			11.250	Standard	True	https://pacific.bloomreach.com/supplyglobal/products/30011___30011	30011	T&B TY29MX 30 BLACK CABLE TIES	Thomas & Betts TY29MX Weather Resistant Nylon Cable Tie, 30 Length, .27 Width, Black (500/Pkg)	Ty-Rap	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_30011	14.71	9.27	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
ABB Installation Products	WDT-5016	['WDT', 'WDT-', 'WDT-5', 'WDT-50', 'WDT-501', 'WDT-5016']	78621077765					PVC				Conduit and Voltage Marker Cards	True	https://pacific.bloomreach.com/supplyglobal/products/30046___30046	30046	T&B WDT5016 COND MARKER 240 VOLTS	VNYL MARKER-1-1/8X4-1/2 L240 VOLTS	E-Z-Code	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_30046	7.45	4.69	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309020000', 'name': 'Identification Labels'}]]
Rockwell Automation	1492-CJ6-5	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJ6', '1492-CJ6-', '1492-CJ6-5']	66246843522	for Use With 1492-W4, W4TW	Gray						0.020	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/3006164___3006164	3006164	AB 1492-CJ6-5 Center Jumper, 6 mm	A-B 1492-CJ6-5 IEC Center Jumper, 5 PL 6mm, Screw	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3006164.jpg	5.58	3.52	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
