pid	url	availability	price	gender	color	brand	material	collection	style	bread_crumb	title	stock_level	special_offer	season	edited_availability	edited_price	edited_gender	edited_color	edited_brand	edited_material	edited_collection	edited_style	edited_bread_crumb	edited_title	edited_stock_level	edited_special_offer	edited_season
101430	https://pacific.bloomreach.com/apparel/products/101430___101430	TRUE	45	unisex	Black	Adidas				women>shoes|shoes>casual	Adilette Slides	ok	back2school	summer	TRUE	45	unisex	Black	Adidas				women>shoes|shoes>casual	Adilette Slides	ok	back2school	summer
101432	https://pacific.bloomreach.com/apparel/products/101432___101432	TRUE	45	unisex	Black	Adidas				women>shoes|shoes>casual	Adilette Slides	ok	none	mid-season	TRUE	45	unisex	Black	Adidas				women>shoes|shoes>casual	Adilette Slides	ok	none	mid-season
101433	https://pacific.bloomreach.com/apparel/products/101433___101433	TRUE	100	unisex	White	Adidas				shoes>sneakers	Ozelia Shoes	high	back2school	winter	TRUE	100	unisex	White	Adidas				shoes>sneakers	Ozelia Shoes	high	back2school	winter
101434	https://pacific.bloomreach.com/apparel/products/101434___101434	TRUE	150	unisex	Grey	Adidas				men>shoes|shoes>sneakers	ZX 2K Boost 2.0 Shoes	ok	back2school	mid-season	TRUE	150	unisex	Grey	Adidas				men>shoes|shoes>sneakers	ZX 2K Boost 2.0 Shoes	ok	back2school	mid-season
101435	https://pacific.bloomreach.com/apparel/products/101435___101435	TRUE	150	unisex	White	Adidas				shoes>sneakers|men>shoes	ZX 2K Boost 2.0 Shoes	low	blackfriday	summer	TRUE	150	unisex	White	Adidas				shoes>sneakers|men>shoes	ZX 2K Boost 2.0 Shoes	low	blackfriday	summer
101437	https://pacific.bloomreach.com/apparel/products/101437___101437	TRUE	150	unisex	Black	Adidas				men>shoes|shoes>sneakers	ZX 2K Boost 2.0 Shoes	ok	none	mid-season	TRUE	150	unisex	Black	Adidas				men>shoes|shoes>sneakers	ZX 2K Boost 2.0 Shoes	ok	none	mid-season
101438	https://pacific.bloomreach.com/apparel/products/101438___101438	TRUE	30	unisex	Blue	Adidas				men>activewear|women>activewear	Fleece Sweatshirt	ok	blackfriday	winter	TRUE	30	unisex	Blue	Adidas				men>activewear|women>activewear	Fleece Sweatshirt	ok	blackfriday	winter
101440	https://pacific.bloomreach.com/apparel/products/101440___101440	TRUE	85	unisex	White	Adidas				shoes>sneakers|women>shoes|men>shoes	Swift X Shoes	ok	blackfriday	mid-season	TRUE	85	unisex	White	Adidas				shoes>sneakers|women>shoes|men>shoes	Swift X Shoes	ok	blackfriday	mid-season
101442	https://pacific.bloomreach.com/apparel/products/101442___101442	TRUE	45	unisex	White	Adidas				women>shoes|shoes>casual	Adilette Slides	low	back2school	winter	TRUE	45	unisex	White	Adidas				women>shoes|shoes>casual	Adilette Slides	low	back2school	winter
101443	https://pacific.bloomreach.com/apparel/products/101443___101443	TRUE	85	unisex	Red	Adidas				women>shoes|shoes>sneakers	Swift X Shoes	low	mothersday	mid-season	TRUE	85	unisex	Red	Adidas				women>shoes|shoes>sneakers	Swift X Shoes	low	mothersday	mid-season
101444	https://pacific.bloomreach.com/apparel/products/101444___101444	TRUE	150	unisex	Blue	Adidas				men>shoes|shoes>sneakers	ZX 2K Boost 2.0 Shoes	ok	blackfriday	mid-season	TRUE	150	unisex	Blue	Adidas				men>shoes|shoes>sneakers	ZX 2K Boost 2.0 Shoes	ok	blackfriday	mid-season
101445	https://pacific.bloomreach.com/apparel/products/101445___101445	TRUE	70	unisex	Grey	Adidas				men>activewear	adidas Sportswear Comfy & Chill Full Zip Hoodie	high	mothersday	mid-season	TRUE	70	unisex	Grey	Adidas				men>activewear	adidas Sportswear Comfy & Chill Full Zip Hoodie	high	mothersday	mid-season
101448	https://pacific.bloomreach.com/apparel/products/101448___101448	TRUE	80	unisex	Grey	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	low	christmas	mid-season	TRUE	80	unisex	Grey	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	low	christmas	mid-season
101450	https://pacific.bloomreach.com/apparel/products/101450___101450	TRUE	80	unisex	Purple	Adidas				shoes>sneakers|men>activewear	EQ21 Run Shoes	high	blackfriday	summer	TRUE	80	unisex	Purple	Adidas				shoes>sneakers|men>activewear	EQ21 Run Shoes	high	blackfriday	summer
101451	https://pacific.bloomreach.com/apparel/products/101451___101451	TRUE	70	unisex	Black	Adidas				men>activewear|women>activewear	adidas Sportswear Comfy & Chill Full Zip Hoodie	ok	christmas	mid-season	TRUE	70	unisex	Black	Adidas				men>activewear|women>activewear	adidas Sportswear Comfy & Chill Full Zip Hoodie	ok	christmas	mid-season
101453	https://pacific.bloomreach.com/apparel/products/101453___101453	TRUE	80	unisex	Grey	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	low	back2school	mid-season	TRUE	80	unisex	Grey	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	low	back2school	mid-season
101459	https://pacific.bloomreach.com/apparel/products/101459___101459	TRUE	80	female	White	Adidas				women>shoes|shoes>sneakers	adidas Sleek Shoes	high	blackfriday	mid-season	TRUE	80	female	White	Adidas				women>shoes|shoes>sneakers	adidas Sleek Shoes	high	blackfriday	mid-season
101460	https://pacific.bloomreach.com/apparel/products/101460___101460	TRUE	40	female	Black	Adidas	Cotton	Radiance	Designer	women>tops	Marimekko Oversize Tee	low	back2school	mid-season	TRUE	40	female	Black	Adidas	Cotton	Radiance	Designer	women>tops	Marimekko Oversize Tee	low	back2school	mid-season
101461	https://pacific.bloomreach.com/apparel/products/101461___101461	TRUE	20	unisex	Black	Adidas				men>accessories|women>accessories|handbags>backpacks&totes	Classic Waist Bag	ok	blackfriday	winter	TRUE	20	unisex	Black	Adidas				men>accessories|women>accessories|handbags>backpacks&totes	Classic Waist Bag	ok	blackfriday	winter
101462	https://pacific.bloomreach.com/apparel/products/101462___101462	TRUE	65	unisex	Red	Adidas	Cotton			women>tops|women>activewear	Cropped Letter Hoodie	ok	back2school	winter	TRUE	65	unisex	Red	Adidas	Cotton			women>tops|women>activewear	Cropped Letter Hoodie	ok	back2school	winter
101464	https://pacific.bloomreach.com/apparel/products/101464___101464	TRUE	45	unisex	White	Adidas				shoes>sneakers	Tensor Run Shoes	ok	back2school	winter	TRUE	45	unisex	White	Adidas				shoes>sneakers	Tensor Run Shoes	ok	back2school	winter
101465	https://pacific.bloomreach.com/apparel/products/101465___101465	TRUE	120	unisex	White	Adidas				shoes>sneakers|men>activewear|women>activewear	Supernova+ Shoes	unknown	back2school	winter	TRUE	120	unisex	White	Adidas				shoes>sneakers|men>activewear|women>activewear	Supernova+ Shoes	unknown	back2school	winter
101466	https://pacific.bloomreach.com/apparel/products/101466___101466	TRUE	80	male	Black	Adidas				men>shoes|shoes>sneakers	Predator Freak.3 Turf Shoes	high	back2school	summer	TRUE	80	male	Black	Adidas				men>shoes|shoes>sneakers	Predator Freak.3 Turf Shoes	high	back2school	summer
101468	https://pacific.bloomreach.com/apparel/products/101468___101468	TRUE	23	unisex	Burgundy	Adidas				women>accessories|men>accessories|handbags>backpacks&totes	Waist Bag	high	blackfriday	mid-season	TRUE	23	unisex	Burgundy	Adidas				women>accessories|men>accessories|handbags>backpacks&totes	Waist Bag	high	blackfriday	mid-season
101471	https://pacific.bloomreach.com/apparel/products/101471___101471	TRUE	75	unisex	Blue	Adidas	Cotton			kids>activewear	adidas x Classic LEGO® Track Suit	unknown	back2school	summer	TRUE	75	unisex	Blue	Adidas	Cotton			kids>activewear	adidas x Classic LEGO® Track Suit	unknown	back2school	summer
101472	https://pacific.bloomreach.com/apparel/products/101472___101472	TRUE	65	unisex	Black	Adidas	Polyester			shoes>sneakers|men>activewear|women>activewear	QT Racer Sport Shoes	low	valentine	mid-season	TRUE	65	unisex	Black	Adidas	Polyester			shoes>sneakers|men>activewear|women>activewear	QT Racer Sport Shoes	low	valentine	mid-season
101473	https://pacific.bloomreach.com/apparel/products/101473___101473	TRUE	60	unisex	Black	Adidas				kids>activewear|shoes>sneakers	Predator Freak.3 Turf Shoes	unknown	mothersday	mid-season	TRUE	60	unisex	Black	Adidas				kids>activewear|shoes>sneakers	Predator Freak.3 Turf Shoes	unknown	mothersday	mid-season
101474	https://pacific.bloomreach.com/apparel/products/101474___101474	TRUE	65	unisex	Grey	Adidas	Polyester			shoes>sneakers	QT Racer Sport Shoes	unknown	back2school	mid-season	TRUE	65	unisex	Grey	Adidas	Polyester			shoes>sneakers	QT Racer Sport Shoes	unknown	back2school	mid-season
101475	https://pacific.bloomreach.com/apparel/products/101475___101475	TRUE	120	unisex	Black	Adidas				shoes>sneakers	Supernova+ Shoes	ok	back2school	mid-season	TRUE	120	unisex	Black	Adidas				shoes>sneakers	Supernova+ Shoes	ok	back2school	mid-season
101476	https://pacific.bloomreach.com/apparel/products/101476___101476	TRUE	65	unisex	White	Adidas	Polyester			shoes>sneakers	QT Racer Sport Shoes	ok	christmas	summer	TRUE	65	unisex	White	Adidas	Polyester			shoes>sneakers	QT Racer Sport Shoes	ok	christmas	summer
101477	https://pacific.bloomreach.com/apparel/products/101477___101477	TRUE	65	unisex	Pink	Adidas	Polyester			shoes>sneakers|men>shoes|women>shoes	QT Racer Sport Shoes	high	christmas	mid-season	TRUE	65	unisex	Pink	Adidas	Polyester			shoes>sneakers|men>shoes|women>shoes	QT Racer Sport Shoes	high	christmas	mid-season
101478	https://pacific.bloomreach.com/apparel/products/101478___101478	TRUE	75	unisex	White	Adidas				shoes>sneakers|kids>activewear	Superstar Star Wars Shoes	unknown	blackfriday	mid-season	TRUE	75	unisex	White	Adidas				shoes>sneakers|kids>activewear	Superstar Star Wars Shoes	unknown	blackfriday	mid-season
101479	https://pacific.bloomreach.com/apparel/products/101479___101479	TRUE	45	unisex	Pink	Adidas				shoes>sneakers|kids>activewear	ZX 360 Shoes	high	valentine	mid-season	TRUE	45	unisex	Pink	Adidas				shoes>sneakers|kids>activewear	ZX 360 Shoes	high	valentine	mid-season
101480	https://pacific.bloomreach.com/apparel/products/101480___101480	TRUE	160	unisex	White	Adidas				men>shoes|women>shoes|shoes>sneakers	Ultraboost 21 Shoes	unknown	none	summer	TRUE	160	unisex	White	Adidas				men>shoes|women>shoes|shoes>sneakers	Ultraboost 21 Shoes	unknown	none	summer
101481	https://pacific.bloomreach.com/apparel/products/101481___101481	TRUE	140	unisex	Black	Adidas				shoes>sneakers	X9000L4 Shoes	low	none	mid-season	TRUE	140	unisex	Black	Adidas				shoes>sneakers	X9000L4 Shoes	low	none	mid-season
101482	https://pacific.bloomreach.com/apparel/products/101482___101482	TRUE	65	unisex	Black	Adidas	Polyester			shoes>sneakers	QT Racer Sport Shoes	unknown	back2school	mid-season	TRUE	65	unisex	Black	Adidas	Polyester			shoes>sneakers	QT Racer Sport Shoes	unknown	back2school	mid-season
101483	https://pacific.bloomreach.com/apparel/products/101483___101483	TRUE	80	unisex	Grey	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	low	blackfriday	summer	TRUE	80	unisex	Grey	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	low	blackfriday	summer
101484	https://pacific.bloomreach.com/apparel/products/101484___101484	TRUE	80	unisex	Black	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	unknown	back2school	summer	TRUE	80	unisex	Black	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	unknown	back2school	summer
101485	https://pacific.bloomreach.com/apparel/products/101485___101485	TRUE	80	unisex	Grey	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	ok	back2school	winter	TRUE	80	unisex	Grey	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	ok	back2school	winter
101486	https://pacific.bloomreach.com/apparel/products/101486___101486	TRUE	140	unisex	Black	Adidas				shoes>sneakers	X9000L4 Shoes	high	christmas	mid-season	TRUE	140	unisex	Black	Adidas				shoes>sneakers	X9000L4 Shoes	high	christmas	mid-season
101488	https://pacific.bloomreach.com/apparel/products/101488___101488	TRUE	120	unisex	White	Adidas				shoes>sneakers	Supernova+ Shoes	ok	blackfriday	mid-season	TRUE	120	unisex	White	Adidas				shoes>sneakers	Supernova+ Shoes	ok	blackfriday	mid-season
101489	https://pacific.bloomreach.com/apparel/products/101489___101489	TRUE	65	unisex	Black	Adidas				shoes>sneakers	Retrorun Shoes	high	none	winter	TRUE	65	unisex	Black	Adidas				shoes>sneakers	Retrorun Shoes	high	none	winter
101490	https://pacific.bloomreach.com/apparel/products/101490___101490	TRUE	80	unisex	Black	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	ok	blackfriday	summer	TRUE	80	unisex	Black	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	ok	blackfriday	summer
101491	https://pacific.bloomreach.com/apparel/products/101491___101491	TRUE	120	unisex	Beige	Adidas				shoes>sneakers|men>shoes	ZX 8000 Shoes	low	back2school	mid-season	TRUE	120	unisex	Beige	Adidas				shoes>sneakers|men>shoes	ZX 8000 Shoes	low	back2school	mid-season
101492	https://pacific.bloomreach.com/apparel/products/101492___101492	TRUE	45	unisex	White	Adidas				shoes>sneakers	Grand Court Shoes	unknown	mothersday	winter	TRUE	45	unisex	White	Adidas				shoes>sneakers	Grand Court Shoes	unknown	mothersday	winter
101493	https://pacific.bloomreach.com/apparel/products/101493___101493	TRUE	120	unisex	Black	Adidas				shoes>sneakers	Supernova+ Shoes	ok	blackfriday	summer	TRUE	120	unisex	Black	Adidas				shoes>sneakers	Supernova+ Shoes	ok	blackfriday	summer
101494	https://pacific.bloomreach.com/apparel/products/101494___101494	TRUE	120	unisex	Grey	Adidas				men>shoes|women>shoes	ZX 8000 Shoes	low	blackfriday	mid-season	TRUE	120	unisex	Grey	Adidas				men>shoes|women>shoes	ZX 8000 Shoes	low	blackfriday	mid-season
101495	https://pacific.bloomreach.com/apparel/products/101495___101495	TRUE	80	unisex	White	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	ok	christmas	winter	TRUE	80	unisex	White	Adidas				shoes>sneakers|men>activewear|women>activewear	EQ21 Run Shoes	ok	christmas	winter
101496	https://pacific.bloomreach.com/apparel/products/101496___101496	TRUE	85	unisex	Beige	Adidas				shoes>casual	Superstar Mules	low	blackfriday	winter	TRUE	85	unisex	Beige	Adidas				shoes>casual	Superstar Mules	low	blackfriday	winter
101497	https://pacific.bloomreach.com/apparel/products/101497___101497	TRUE	120	unisex	Grey	Adidas				shoes>sneakers|men>activewear	Supernova+ Shoes	ok	blackfriday	mid-season	TRUE	120	unisex	Grey	Adidas				shoes>sneakers|men>activewear	Supernova+ Shoes	ok	blackfriday	mid-season
101498	https://pacific.bloomreach.com/apparel/products/101498___101498	TRUE	120	male	Green	Adidas				men>shoes	ZX 8000 Shoes	low	christmas	mid-season	TRUE	120	male	Green	Adidas				men>shoes	ZX 8000 Shoes	low	christmas	mid-season
101500	https://pacific.bloomreach.com/apparel/products/101500___101500	TRUE	85	unisex	Black	Adidas				shoes>casual	Superstar Mules	ok	blackfriday	winter	TRUE	85	unisex	Black	Adidas				shoes>casual	Superstar Mules	ok	blackfriday	winter
101501	https://pacific.bloomreach.com/apparel/products/101501___101501	TRUE	120	male	Yellow	Adidas				men>shoes	ZX 8000 Shoes	ok	blackfriday	winter	TRUE	120	male	Yellow	Adidas				men>shoes	ZX 8000 Shoes	ok	blackfriday	winter
101502	https://pacific.bloomreach.com/apparel/products/101502___101502	TRUE	120	male	Beige	Adidas				men>shoes	ZX 8000 Shoes	high	back2school	winter	TRUE	120	male	Beige	Adidas				men>shoes	ZX 8000 Shoes	high	back2school	winter
101503	https://pacific.bloomreach.com/apparel/products/101503___101503	TRUE	65	female	Black	Adidas	Cotton			women>tops|women>activewear	Cropped Letter Hoodie	high	none	winter	TRUE	65	female	Black	Adidas	Cotton			women>tops|women>activewear	Cropped Letter Hoodie	high	none	winter
101504	https://pacific.bloomreach.com/apparel/products/101504___101504	TRUE	65	female	White	Adidas	Cotton			women>tops|women>activewear	Cropped Letter Hoodie	ok	back2school	summer	TRUE	65	female	White	Adidas	Cotton			women>tops|women>activewear	Cropped Letter Hoodie	ok	back2school	summer
101509	https://pacific.bloomreach.com/apparel/products/101509___101509	TRUE	110	unisex	Beige	Adidas				men>shoes|shoes>sneakers	ZX 1K Boost Shoes	ok	back2school	winter	TRUE	110	unisex	Beige	Adidas				men>shoes|shoes>sneakers	ZX 1K Boost Shoes	ok	back2school	winter
101510	https://pacific.bloomreach.com/apparel/products/101510___101510	TRUE	25	unisex	Black	Adidas				kids>accessories	Santiago Lunch Bag	ok	back2school	summer	TRUE	25	unisex	Black	Adidas				kids>accessories	Santiago Lunch Bag	ok	back2school	summer
101512	https://pacific.bloomreach.com/apparel/products/101512___101512	FALSE	45	unisex	Multicolor	Adidas		Radiance		women>accessories|handbags>backpacks&totes	Waist Bag	OOS	back2school	mid-season	FALSE	45	unisex	Multicolor	Adidas		Radiance		women>accessories|handbags>backpacks&totes	Waist Bag	OOS	back2school	mid-season
101514	https://pacific.bloomreach.com/apparel/products/101514___101514	TRUE	25	unisex	Grey	Adidas				kids>accessories|handbags>backpacks&totes	Santiago Lunch Bag	low	mothersday	summer	TRUE	25	unisex	Grey	Adidas				kids>accessories|handbags>backpacks&totes	Santiago Lunch Bag	low	mothersday	summer
101515	https://pacific.bloomreach.com/apparel/products/101515___101515	TRUE	30	unisex	Black	Adidas				women>shoes|men>shoes|shoes>casual	Adilette Comfort Slides	high	mothersday	summer	TRUE	30	unisex	Black	Adidas				women>shoes|men>shoes|shoes>casual	Adilette Comfort Slides	high	mothersday	summer
101516	https://pacific.bloomreach.com/apparel/products/101516___101516	FALSE	55	unisex	Black	Adidas				kids>tops|kids>pants	Originals x Kevin Lyons SST Set	OOS	mothersday	winter	FALSE	55	unisex	Black	Adidas				kids>tops|kids>pants	Originals x Kevin Lyons SST Set	OOS	mothersday	winter
101517	https://pacific.bloomreach.com/apparel/products/101517___101517	TRUE	65	unisex	White	Adidas				women>shoes|shoes>sneakers	Grand Court Shoes	ok	blackfriday	mid-season	TRUE	65	unisex	White	Adidas				women>shoes|shoes>sneakers	Grand Court Shoes	ok	blackfriday	mid-season
101519	https://pacific.bloomreach.com/apparel/products/101519___101519	TRUE	30	unisex	Black	Adidas		Harmony		men>accessories|women>accessories	Adicolor Snap Case iPhone X	ok	back2school	winter	TRUE	30	unisex	Black	Adidas		Harmony		men>accessories|women>accessories	Adicolor Snap Case iPhone X	ok	back2school	winter
101520	https://pacific.bloomreach.com/apparel/products/101520___101520	TRUE	40	unisex	Black	Adidas	Polyester	Harmony	Casual	women>shoes|men>shoes|shoes>casual	Adilette Comfort Slides	low	valentine	summer	TRUE	40	unisex	Black	Adidas	Polyester	Harmony	Casual	women>shoes|men>shoes|shoes>casual	Adilette Comfort Slides	low	valentine	summer
101522	https://pacific.bloomreach.com/apparel/products/101522___101522	TRUE	25	unisex	Black	Adidas		Harmony	Casual	men>shoes|women>shoes|shoes>casual	Adilette Shower Slides	high	blackfriday	summer	TRUE	25	unisex	Black	Adidas		Harmony	Casual	men>shoes|women>shoes|shoes>casual	Adilette Shower Slides	high	blackfriday	summer
