crumbs	crumbs_de	demo site navbar	demo site dropdown	crumbs_id	availability	price	url	pid	title_old	title_de	description_old	description_de	brand	thumb_image	sale_price	manufacturer	catalog_number	master_upc	application_old	application_de	color_old	color_de	height	length	material_old	material_de	size_old	size_de	voltage_rating	weight_old	weight_de	width	type_old	type_de
Tools & Instruments|Tape & Pads|Marking Tapes	Werkzeuge & Instrumente|Bänder & Polster|Markierungsband	Tools	Tapes & Pads	PNB250000000000|PNB100600000000|PNB100615000000	in stock	5.04	https://pacificsupply.bloomreach.com/products/3286476	3286476	Brady 58221 Gang Marking Tape	Brady 58221 Gang Markierungsband	Brady 58221 Gang Marking Tape	Brady 58221 Gang Markierungsband	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3286476.jpg	3.18	Brady	58221	75447358221			Blau	Blau		36	Vinyl	Vinyl	36-yds-x-3-in	36-m-x-2-cm		1.285	0.583	3	Marking Tape	Markierungsband
Tools & Instruments|Tape & Pads|Specialty Tapes	Werkzeuge & Instrumente|Bänder & Polster|Spezialprodukte	Tools	Tapes & Pads	PNB250000000000|PNB100600000000|PNB100624000000	in stock	6.87	https://pacificsupply.bloomreach.com/products/4888014	4888014	T&B AA-1130 Banding Tape Gelb No	T & B AA-1130 Klebeband Gelb Nein	Thomas & Betts AA-1130 Banding Tape	Thomas & Betts AA-1130 Banding-Tape	E-Z-Code	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4888014	4.33	ABB Installation Products	AA-1130	78621076131			Gelb	Gelb									0.000	1 cm	Color-Coded I.D. Tapes	Farblich codierte I.D. Tapes
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Mechanics Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Mechanikerhandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081600	in stock	13.87	https://pacificsupply.bloomreach.com/products/4350622	4350622	Greenlee Tradesman Gloves - XL	Greenlee Tradesman Handschuhe - XL	Greenlee 0358-14XL TRADESMAN Gloves - Xtra Large	Greenlee 0358-14XL TRADESMAN Handschuhe - XL	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4350622.jpg	8.74	Greenlee	0358-14XL	78331000121	Tradesman gloves for work and outdoor activities	Tradesman Handschuhe für Arbeit und Outdoor-Aktivitäten	Black	Schwarz			Polychloroprene	Polychloropren	Extra-Large	XL		0.3	0.136		Form-Fitting, High Dexterity Work, 5-Finger	Figurbetontes, hohe Geschicklichkeit Arbeit, 5-Finger
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Mechanics Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Mechanikerhandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081600	in stock	6.26	https://pacificsupply.bloomreach.com/products/4505203	4505203	Greenlee Tradesman Gloves	Greenlee Tradesman Handschuhe	Greenlee 0358-14L TRADESMAN Gloves - Large	Greenlee 0358-14L TRADESMAN Handschuhe - L	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4505203.jpg	3.94	Greenlee	0358-14L	78331000120	Tradesman gloves for work and outdoor activities	Tradesman Handschuhe für Arbeit und Outdoor-Aktivitäten	Black	Schwarz					Large	L		0.2	0.091		Form-Fitting, High Dexterity Work	Figurbetontes, hohe Geschicklichkeit Arbeits
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Electrical Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Elektrikhandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081200	in stock	8.69	https://pacificsupply.bloomreach.com/products/4326728	4326728	Klein 40072 Electricians Gloves	Klein 40072 Elektriker-Handschuhe	Klein 40072 Electrician's Gloves - Large	Klein 40072 Elektriker-Handschuhe - L	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4326728.jpg	5.48	Klein Tools	40072	9264460003			Black, Gray, & Orange	Schwarz, Grau, & orange			Unique palm and finger material for durability & slip resistance; reinforced area at the thumb base; spandex material is breathable & comfortable to wear all day	Einzigartige Handfläche und Finger Material für Haltbarkeit und Rutschfestigkeit; an der Daumenbasis verstärkten Bereich; Spandex-Material ist atmungsaktiv und komfortabel den ganzen Tag zu tragen	Large	L		0.26	0.118		Electrician's Gloves	Elektriker-Handschuhe
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Leather Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Lederhandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081500	in stock	5.79	https://pacificsupply.bloomreach.com/products/4753884	4753884	Klein 40215 Journeyman Grip Gloves	Klein 40215 Journeyman Grip-Handschuhe	Klein 40215 Journeyman&#8482; Grip Gloves - Large	Klein 40215 Journeyman & # 8482; Grip-Handschuhe - L	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4753884.jpg	3.65	Klein Tools	40215	9264440215	Moisture wicking and breathable Trek Dry� stretch material on top with sponge foam and tricot lining for maximum comfort.	Feuchtigkeitstransport und atmungs Trek Dry-Stretch-Material auf der Oberseite mit Schwammschaum und Trikotfutter für maximalen Komfort.	Black	Schwarz			Synthetic Leather	Kunstleder	Large	L		0.32	0.145		Armortex� rubberized grip on the fingers and reinforced synthetic leather palms and thumb for working in both wet and dry conditions	Armortex gummierter Griff an den Fingern und Handflächen verstärkte Kunstleder und Daumen für die in nassen und trockenen Bedingungen arbeiten
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Cut-Resistant Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Schnittschutzhandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907080900	in stock	9.5	https://pacificsupply.bloomreach.com/products/4827926	4827926	Klein 40224 Cut 5 Resistant Gloves	Klein 40224 Cut 5 Schutz-Handschuhe	Klein 40224 Cut 5 Resistant Gloves, Large	Klein 40224 Cut 5 Schutz-Handschuhe, L	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4827926.jpg	5.98	Klein Tools	40224	9264440224												0.32	0.145			
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Work Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Arbeitshandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	7.61	https://pacificsupply.bloomreach.com/products/4753393	4753393	Milwaukee 48-22-8731 Abriss Gloves	Milwaukee 48-22-8731 Abriss Handschuhe	Milwaukee 48-22-8731 Abriss Gloves - Medium	Milwaukee 48-22-8731 Abriss Handschuhe - M	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4753393.jpg	4.79	Milwaukee Electric Tool	48-22-8731	4524246976			Black/Rot	Schwarz Rot	1	9,8	Synthetic Leather	Kunstleder	Medium	M		0.31	0.141	4.6	Abriss	Abriss
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Work Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Arbeitshandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	11.63	https://pacificsupply.bloomreach.com/products/4791875	4791875	Klein 40010 Long-Ärmelbündchen Gloves Large	Klein 40010 Lang Ärmelbündchen Handschuhe Large	Klein 40010 Long-Ärmelbündchen Gloves - Large	Klein 40010 Lang Ärmelbündchen Handschuhe - L	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4791875.jpg	7.33	Klein Tools	40010	9264460109			Light-gray leather, striped-Blau Ärmelbündchen	Hellgrau Leder, gestreift-blau Manschette					large	L		0.68	0.308		Long-Ärmelbündchen Gloves	Lang Ärmelbündchen Handschuhe
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Work Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Arbeitshandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	6.5	https://pacificsupply.bloomreach.com/products/4791878	4791878	Klein 40012 Long-Ärmelbündchen Gloves - XL	Klein 40012 Lang Ärmelbündchen Handschuhe - XL	Klein 40012 Long-Ärmelbündchen Gloves - Xlarge	Klein 40012 Lang Ärmelbündchen Handschuhe - XL	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4791878.jpg	4.1	Klein Tools	40012	9264460111			Light-gray leather, striped-Blau Ärmelbündchen	Hellgrau Leder, gestreift-blau Manschette					extra large	XL		0.7	0.318		Long-Ärmelbündchen Gloves	Lang Ärmelbündchen Handschuhe
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Work Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Arbeitshandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	7.45	https://pacificsupply.bloomreach.com/products/4073010	4073010	Klein 40022 Gloves, Unlined	Klein 40022 Handschuhe, ungefüttert	Klein 40022 Cowhide Work Gloves - Large	Klein 40022 Rindsleder Arbeitshandschuhe - L	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4073010.jpg	4.69	Klein Tools	40022	9264460122			Brown	Braun			Premium deerskin	Premium Hirschleder	large	L		0.31	0.141		Deerskin Work Gloves	Deerskin Arbeitshandschuhe
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Driver Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Fahrerhandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081100	in stock	14.65	https://pacificsupply.bloomreach.com/products/334946	334946	Klein 40004 Drivers Gloves Pr - Medium	Klein 40004 Treiber Handschuhe Pr - Medium	Klein 40004 Cowhide Driver's Gloves - Medium	Klein 40004 Kuhfell Fahrerhandschuhe - M	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_334946.jpg	9.23	Klein Tools	40004	9264460104	Gunn cut with seams away from wear surfaces.	Gunn-Cut mit Nähten weg von Verschleißflächen.	Gray	Grau								0.32	0.145		Tough, durable, sueded cowhide leather.	Hart, haltbar, sueded Rindsleder.
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Work Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Arbeitshandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	10.53	https://pacificsupply.bloomreach.com/products/4753816	4753816	Milwaukee 48-22-8733 Abriss Gloves	Milwaukee 48-22-8733 Abriss Handschuhe	Milwaukee 48-22-8733 Abriss Gloves - XL	Milwaukee 48-22-8733 Abriss Handschuhe - XL	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4753816.jpg	6.63	Milwaukee Electric Tool	48-22-8733	4524236696			Black/Rot	Schwarz Rot	1	10,3	Synthetic Leather	Kunstleder	X-Large	XL		0.33	0.150	5	Abriss	Abriss
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Work Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Arbeitshandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	10.37	https://pacificsupply.bloomreach.com/products/4753817	4753817	Milwaukee 48-22-8734 Abriss Gloves	Milwaukee 48-22-8734 Abriss Handschuhe	Milwaukee 48-22-8734 Abriss Gloves - XXL	Milwaukee 48-22-8734 Abriss Handschuhe - XXL	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4753817.jpg	6.53	Milwaukee Electric Tool	48-22-8734	4524246977			Black/Rot	Schwarz Rot	1	1,5	Synthetic Leather	Kunstleder	XX-Large	XXL		0.35	0.159	5.2	Abriss	Abriss
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Work Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Arbeitshandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	7.26	https://pacificsupply.bloomreach.com/products/4753390	4753390	Milwaukee 48-22-8732 Abriss Gloves	Milwaukee 48-22-8732 Abriss Handschuhe	Milwaukee 48-22-8732 Abriss Gloves - Large	Handschuhe Milwaukee 48-22-8732 Abriss - L	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4753390.jpg	4.57	Milwaukee Electric Tool	48-22-8732	4524236695			Black/Rot	Schwarz Rot	1	10,1	Synthetic Leather	Kunstleder	Large	L		0.32	0.145	4.8	Abriss	Abriss
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Leather Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Lederhandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081500	in stock	12.57	https://pacificsupply.bloomreach.com/products/4445805	4445805	Eritech T378L Leather Gloves, 1 Pair	ERITECH T378L Lederhandschuhe, 1 Paar	Erico T378L Leather Palm Canvas Gloves	Erico T378L Leder Palm Leinwand Handschuhe	nVent ERICO	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4445805.jpg	7.92	nVent	T378L	78285632347	Facility Electrical PRotection; Lightning PRotection; Rail; Solar Power; Telecom; Utility; Wind Power	Elektrische Schutzeinrichtung; Blitzschutz; Schiene; Solarenergie; Telecom; Nützlichkeit; Windkraft										1.66	0.753		Canvas Glove with Leather Palm	Canvas-Handschuh mit Leder Palm
Safety Products|Personal PRotective Equipment|Gloves & Hand PRotection|Gloves|Work Gloves	Sicherheitsprodukte|Persönliche Schutzausrüstung|Handschuhe & Handschutz|Handschuhe|Arbeitshandschuhe	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	14.87	https://pacificsupply.bloomreach.com/products/335007	335007	Klein 40008 Medium Ärmelbündchen Gloves, 1 Pair	Klein 40008 Medium Ärmelbündchen Handschuhe, 1 Paar	Klein 40008 Medium Ärmelbündchen Gloves - Large	Klein 40008 Medium Ärmelbündchen Handschuhe - L	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_335007.jpg	9.37	Klein Tools	40008	9264460108			Pearl-gray leather, striped-Blau Ärmelbündchen	Perlgrau Leder, gestreift-blau Manschette					large	L		0.41	0.186		Medium-Ärmelbündchen Gloves	Mittel Ärmelbündchen Handschuhe
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Kabel & Bolzen Cutters	Werkzeuge & Instrumente|Handwerkzeuge|Abisolierzange, Drahtschneider & Kabelschuhzange|Bolzenschneider	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	12.85	https://pacificsupply.bloomreach.com/products/4104415	4104415	Greenlee 704 Cutter Kabel-Scissor (704)	Greenlee 704 Cutter Kabelschere (704)	Greenlee 704 Cutter Kabel-Scissor (704)	Greenlee 704 Cutter Kabelschere (704)	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4104415.jpg	8.1	Greenlee	704	78331024564												3.4	1.542		Scissor Style Kabel Cutter	Scissor-Art-Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Kabel & Bolzen Cutters	Werkzeuge & Instrumente|Handwerkzeuge|Abisolierzange, Drahtschneider & Kabelschuhzange|Bolzenschneider	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	5.87	https://pacificsupply.bloomreach.com/products/3949244	3949244	Greenlee 718F Cutter Kabel Pkg.	Greenlee 718f Cutter Kabel Pkg.	Greenlee 718F Cutter Kabel Pkg.	Greenlee 718f Cutter Kabel Pkg.	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3949244.jpg	3.7	Greenlee	718F	78331010507												2.91	1.320		Heavy Duty Kabel Cutter with adjustable pivot Bolzen for blade adjustment	Heavy Duty Kabelschneider mit einstellbarem Drehbolzen für Blattverstelleinrichtung
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Kabel & Bolzen Cutters	Werkzeuge & Instrumente|Handwerkzeuge|Abisolierzange, Drahtschneider & Kabelschuhzange|Bolzenschneider	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	12.31	https://pacificsupply.bloomreach.com/products/17939	17939	Greenlee 45206 Cutter Kabel-Ratche	Greenlee 45206 Cutter-Kabel-Ratsche	Greenlee 45206 Cutter Kabel-Ratche	Greenlee 45206 Cutter-Kabel-Ratsche	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_17939.jpg	7.75	Greenlee	45206	78331045206	For Tight Working Spaces	Für die Kleinn Arbeitsräume										1.43	0.649		Ratche Kabel Cutter	Ratche Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Kabel & Bolzen Cutters	Werkzeuge & Instrumente|Handwerkzeuge|Abisolierzange, Drahtschneider & Kabelschuhzange|Bolzenschneider	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	14.66	https://pacificsupply.bloomreach.com/products/782567	782567	Greenlee 45207 Cutter Kabel-Ratche	Greenlee 45207 Cutter-Kabel-Ratsche	Greenlee 45207 Cutter Kabel-Ratche	Greenlee 45207 Cutter-Kabel-Ratsche	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_782567.jpg	9.24	Greenlee	45207	78331045207	For Tight Working Spaces	Für die Kleinn Arbeitsräume										1.89	0.857		Ratche Kabel Cutter	Ratche Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Kabel & Bolzen Cutters	Werkzeuge & Instrumente|Handwerkzeuge|Abisolierzange, Drahtschneider & Kabelschuhzange|Bolzenschneider	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	8.17	https://pacificsupply.bloomreach.com/products/986557	986557	Greenlee 759 Cutter Kabel-Ratche	Greenlee 759 Cutter Kabel-Ratsche	Greenlee 759 Cutter Kabel-Ratche	Greenlee 759 Cutter Kabel-Ratsche	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_986557.jpg	5.15	Greenlee	759	78331045277												1.62	0.735		Compact Ratche Kabel Cutter	Compact Ratche Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Kabel & Bolzen Cutters	Werkzeuge & Instrumente|Handwerkzeuge|Abisolierzange, Drahtschneider & Kabelschuhzange|Bolzenschneider	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	14.62	https://pacificsupply.bloomreach.com/products/4350617	4350617	Greenlee HDFBC24 Cutter Bolzen-24 Hd	Greenlee HDFBC24 Schneider Bolzen-24 HD	Greenlee HDFBC24 Cutter Bolzen-24 Hd Fiberglass	Greenlee HDFBC24 Schneider Bolzen-24 HD-Fiberglass	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4350617.jpg	9.21	Greenlee	HDFBC24	78331011278												5.35	2.427		Heavy Duty	Schwerlast
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Kabel & Bolzen Cutters	Werkzeuge & Instrumente|Handwerkzeuge|Abisolierzange, Drahtschneider & Kabelschuhzange|Bolzenschneider	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	7.78	https://pacificsupply.bloomreach.com/products/17858	17858	Greenlee 706 Cutter Kabel-Scissors (706)	Greenlee 706 Cutter Kabel-Schere (706)	Greenlee 706 Cutter Kabel-Scissors	Greenlee 706 Cutter Kabel-Schere	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_17858.jpg	4.9	Greenlee	706	78331022291												6.7	3.039		Scissor Style Kabel Cutter	Scissor-Art-Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Kabel & Bolzen Cutters	Werkzeuge & Instrumente|Handwerkzeuge|Abisolierzange, Drahtschneider & Kabelschuhzange|Bolzenschneider	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	14.52	https://pacificsupply.bloomreach.com/products/1947280	1947280	Greenlee 760 Cutter Kabel-Compact	Greenlee 760 Cutter Kabel-Kompakt	Greenlee 760 Cutter Kabel-Compact Ratche	Greenlee 760 Cutter Kabel-Compact Ratche	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_1947280.jpg	9.15	Greenlee	760	78331017600												2.25	1.021		Ratche Kabel Cutter, Compact	Ratche Kabelschneider, Compact
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Kabel & Bolzen Cutters	Werkzeuge & Instrumente|Handwerkzeuge|Abisolierzange, Drahtschneider & Kabelschuhzange|Bolzenschneider	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	12.22	https://pacificsupply.bloomreach.com/products/711994	711994	Greenlee 756 Cutter Kabel-Ratche (756)	Greenlee 756 Cutter Kabel-Ratsche (756)	Greenlee 756 Cutter Kabel-Ratche (756)	Greenlee 756 Cutter Kabel-Ratsche (756)	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_711994.jpg	7.7	Greenlee	756	78331034081												11.39	5.166		Ratche Kabel Cutter	Ratche Kabelschneider
